F,Shiloh,514,2.7415e-4
F,Bailee,513,2.7361e-4
F,Jazmine,511,2.7255e-4
F,Esme,510,2.7201e-4
F,Coraline,509,2.7148e-4
F,Madisyn,508,2.7095e-4
F,Elaine,506,2.6988e-4
F,Lilian,506,2.6988e-4
F,Kyra,504,2.6881e-4
F,Kaliyah,503,2.6828e-4
F,Kora,503,2.6828e-4
F,Octavia,502,2.6775e-4
F,Irene,501,2.6721e-4
F,Kelly,500,2.6668e-4
F,Lacey,500,2.6668e-4
F,Laurel,500,2.6668e-4
F,Adley,499,2.6615e-4
F,Anika,499,2.6615e-4
F,Janiyah,499,2.6615e-4
F,Dorothy,498,2.6561e-4
F,Sutton,498,2.6561e-4
F,Julieta,497,2.6508e-4
F,Kimber,497,2.6508e-4
F,Remy,497,2.6508e-4
F,Cassandra,496,2.6455e-4
F,Rebekah,495,2.6401e-4
F,Collins,493,2.6295e-4
F,Elliot,493,2.6295e-4
F,Emmy,493,2.6295e-4
F,Sloan,493,2.6295e-4
F,Hayley,492,2.6241e-4
F,Amalia,491,2.6188e-4
F,Jemma,491,2.6188e-4
F,Jamie,488,2.6028e-4
F,Melina,486,2.5921e-4
F,Leyla,485,2.5868e-4
F,Jaylah,484,2.5815e-4
F,Anahi,481,2.5655e-4
F,Jaliyah,479,2.5548e-4
F,Kailani,479,2.5548e-4
F,Harlee,477,2.5441e-4
F,Wynter,475,2.5335e-4
F,Saige,474,2.5281e-4
F,Alessia,473,2.5228e-4
F,Monica,469,2.5015e-4
F,Anya,468,2.4961e-4
F,Antonella,467,2.4908e-4
F,Emberly,467,2.4908e-4
F,Khaleesi,466,2.4855e-4
F,Ivory,464,2.4748e-4
F,Greta,463,2.4695e-4
F,Maren,463,2.4695e-4
F,Alena,462,2.4641e-4
F,Emory,462,2.4641e-4
F,Alaia,460,2.4535e-4
F,Cynthia,460,2.4535e-4
F,Addisyn,459,2.4481e-4
F,Alia,458,2.4428e-4
F,Lylah,457,2.4375e-4
F,Angie,456,2.4321e-4
F,Ariya,456,2.4321e-4
F,Alma,455,2.4268e-4
F,Crystal,455,2.4268e-4
F,Jayde,455,2.4268e-4
F,Aileen,454,2.4215e-4
F,Kinslee,454,2.4215e-4
F,Siena,454,2.4215e-4
F,Zelda,454,2.4215e-4
F,Katalina,453,2.4161e-4
F,Marie,453,2.4161e-4
F,Pearl,453,2.4161e-4
F,Reyna,453,2.4161e-4
F,Mae,452,2.4108e-4
F,Zahra,452,2.4108e-4
F,Kailey,451,2.4055e-4
F,Jessie,450,2.4001e-4
F,Tiana,449,2.3948e-4
F,Amirah,448,2.3895e-4
F,Madalyn,448,2.3895e-4
F,Alaya,446,2.3788e-4
F,Lilyana,443,2.3628e-4
F,Julissa,441,2.3521e-4
F,Armani,438,2.3361e-4
F,Lennox,438,2.3361e-4
F,Lillie,438,2.3361e-4
F,Jolie,437,2.3308e-4
F,Laney,437,2.3308e-4
F,Roselyn,437,2.3308e-4
F,Mara,436,2.3255e-4
F,Joelle,435,2.3201e-4
F,Rosa,435,2.3201e-4
F,Kaylani,434,2.3148e-4
F,Bridget,432,2.3041e-4
F,Liv,432,2.3041e-4
F,Oaklyn,432,2.3041e-4
F,Aurelia,431,2.2988e-4
F,Clarissa,430,2.2935e-4
F,Elyse,427,2.2775e-4
F,Marissa,427,2.2775e-4
F,Monroe,427,2.2775e-4
F,Kori,426,2.2721e-4
F,Elsa,424,2.2615e-4
F,Rosie,424,2.2615e-4
F,Amelie,423,2.2561e-4
F,Aitana,422,2.2508e-4
F,Aliza,422,2.2508e-4
F,Eileen,421,2.2455e-4
F,Poppy,421,2.2455e-4
F,Emmie,420,2.2401e-4
F,Braylee,418,2.2295e-4
F,Milana,418,2.2295e-4
F,Addilynn,415,0.00022135000000000001
F,Royal,415,0.00022135000000000001
F,Chaya,414,2.2081e-4
F,Frida,414,2.2081e-4
F,Bonnie,412,2.1975e-4
F,Amora,411,2.1921e-4
F,Stevie,411,2.1921e-4
F,Tatiana,410,2.1868e-4
F,Malaya,409,2.1815e-4
F,Mina,409,2.1815e-4
F,Emerie,408,2.1761e-4
F,Reign,407,2.1708e-4
F,Zaylee,405,2.1601e-4
F,Annika,404,2.1548e-4
F,Kenia,404,2.1548e-4
F,Linda,404,2.1548e-4
F,Kenna,403,2.1494e-4
F,Faye,401,2.1388e-4
F,Reina,401,2.1388e-4
F,Brittany,400,2.1334e-4
F,Marina,400,2.1334e-4
F,Astrid,399,2.1281e-4
F,Kadence,399,2.1281e-4
F,Mikaela,399,2.1281e-4
F,Jaelyn,398,2.1228e-4
F,Briar,397,2.1174e-4
F,Kaylie,396,2.1121e-4
F,Teresa,395,2.1068e-4
F,Bria,394,2.1014e-4
F,Hadassah,393,2.0961e-4
F,Lilianna,393,2.0961e-4
F,Guadalupe,391,2.0854e-4
F,Rayna,391,2.0854e-4
F,Chanel,390,2.0801e-4
F,Lyra,390,2.0801e-4
F,Noa,389,2.0748e-4
F,Zariyah,389,2.0748e-4
F,Laylah,388,2.0694e-4
F,Aubrielle,386,2.0588e-4
F,Aniya,385,2.0534e-4
F,Livia,385,2.0534e-4
F,Ellen,383,2.0428e-4
F,Meadow,383,2.0428e-4
F,Amiya,380,2.0268e-4
F,Ellis,380,2.0268e-4
F,Elora,380,2.0268e-4
F,Milan,380,2.0268e-4
F,Hunter,379,2.0214e-4
F,Princess,379,2.0214e-4
F,Leanna,378,2.0161e-4
F,Nathalie,378,2.0161e-4
F,Clementine,377,2.0108e-4
F,Nola,374,1.9948e-4
F,Tenley,374,1.9948e-4
F,Simone,373,1.9894e-4
F,Lina,372,1.9841e-4
F,Marianna,370,1.9734e-4
F,Martha,370,1.9734e-4
F,Sariah,370,1.9734e-4
F,Louisa,369,1.9681e-4
F,Noemi,369,1.9681e-4
F,Emmeline,368,1.9628e-4
F,Kenley,368,1.9628e-4
F,Belen,367,1.9574e-4
F,Erika,365,1.9468e-4
F,Myah,364,1.9414e-4
F,Lara,363,1.9361e-4
F,Amani,362,1.9308e-4
F,Ansley,362,1.9308e-4
F,Everlee,362,1.9308e-4
F,Maleah,362,1.9308e-4
F,Salma,361,1.9254e-4
F,Jaelynn,358,1.9094e-4
F,Kiera,356,1.8988e-4
F,Dulce,355,1.8934e-4
F,Nala,355,1.8934e-4
F,Natasha,355,1.8934e-4
F,Averi,354,1.8881e-4
F,Mercy,354,1.8881e-4
F,Penny,354,1.8881e-4
F,Ariadne,353,1.8828e-4
